1.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,9.0,10.0,20.0,-0.36,0.0,24.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,4.0,2.0,4.0,2.0,7.0,1.0,1.0,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,0.0,
1.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,4.0,1.0,11.0,0.14,0.0,27.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,21.0,1.0,4.0,2.0,4.0,2.0,7.0,1.0,1.0,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,0.0,
1.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,10.0,3.0,13.0,0.16,1.0,22.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,21.0,1.0,4.0,2.0,4.0,2.0,7.0,1.0,1.0,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,1.0,
1.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,7.0,5.0,15.0,0.21,0.0,24.0,3.0,30.0,10.0,20.0,10.0,10.0,20.0,21.0,1.0,4.0,2.0,4.0,2.0,7.0,1.0,1.0,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,1.0,
1.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,6.0,6.0,16.0,0.25,0.0,25.0,2.0,50.0,0.0,30.0,10.0,0.0,10.0,21.0,1.0,4.0,2.0,4.0,2.0,7.0,1.0,1.0,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,0.0,
1.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,8.0,9.0,19.0,0.28,0.0,28.0,2.0,50.0,0.0,25.0,10.0,0.0,15.0,21.0,1.0,4.0,2.0,4.0,2.0,7.0,1.0,1.0,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,1.0,
1.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,1.0,7.0,17.0,0.34,0.0,30.0,2.0,35.0,15.0,25.0,10.0,5.0,10.0,21.0,1.0,4.0,2.0,4.0,2.0,7.0,1.0,1.0,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,0.0,
1.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,2.0,8.0,18.0,0.5,0.0,27.0,2.0,33.33,11.11,11.11,11.11,11.11,22.22,21.0,1.0,4.0,2.0,4.0,2.0,7.0,1.0,1.0,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,0.0,
1.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,3.0,2.0,12.0,0.54,0.0,22.0,2.0,60.0,0.0,0.0,40.0,0.0,0.0,21.0,1.0,4.0,2.0,4.0,2.0,7.0,1.0,1.0,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,0.0,
1.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,5.0,4.0,14.0,0.61,0.0,23.0,2.0,30.0,5.0,15.0,40.0,5.0,5.0,21.0,1.0,4.0,2.0,4.0,2.0,7.0,1.0,1.0,9.0,2.0,8.0,9.0,1.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,10.0,10.0,9.0,8.0,1.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,35.0,20.0,15.0,20.0,5.0,5.0,6.0,8.0,8.0,8.0,7.0,1.0,
